model,name,guid,overridemat,overrideviewmat,icon,localizedStringID,productionLevel
mp_headgear_02a_basara,hats2_12,0x6618010,m/mtl_mp_headgear_02ju,none,s1_cao_image_headgear_camo_6,LOOT_SENTINEL_HELMET_12,
mp_headgear_02a_basara,hats2_13,0x661A010,m/mtl_mp_headgear_02fl,none,s1_cao_image_headgear_camo_7,LOOT_SENTINEL_HELMET_13,
mp_headgear_02a_basara,hats2_14,0x661C010,m/mtl_mp_headgear_02_ice,none,s1_cao_image_headgear_camo_8,LOOT_SENTINEL_HELMET_14,
mp_headgear_02a_chen,hats2_1,0x6602010,m/mtl_mp_headgear_02i,none,s1_cao_image_headgear_helmet_sentinel_1,LOOT_SENTINEL_HELMET_1,
mp_headgear_02a_chen,hats2_2,0x6604010,m/mtl_mp_headgear_02m,none,s1_cao_image_headgear_helmet_sentinel_2,LOOT_SENTINEL_HELMET_2,
mp_headgear_02a_chen,hats2_3,0x6606010,m/mtl_mp_headgear_02n,none,s1_cao_image_headgear_helmet_sentinel_3,LOOT_SENTINEL_HELMET_3,
mp_headgear_02a_chen,hats2_4,0x6608010,m/mtl_mp_headgear_02j,none,s1_cao_image_headgear_helmet_sentinel_4,LOOT_SENTINEL_HELMET_4,
mp_headgear_02a_chen,hats2_5,0x660A010,m/mtl_mp_headgear_02h,none,s1_cao_image_headgear_helmet_sentinel_5,LOOT_SENTINEL_HELMET_5,
mp_headgear_02a_chen,hats2_6,0x660C010,m/mtl_mp_headgear_02la,none,s1_cao_image_headgear_camo,LOOT_SENTINEL_HELMET_6,
mp_headgear_02a_chen,hats2_7,0x660E010,m/mtl_mp_headgear_02te,none,s1_cao_image_headgear_camo_1,LOOT_SENTINEL_HELMET_7,
mp_headgear_02a_chen,hats2_8,0x6610010,m/mtl_mp_headgear_02el,none,s1_cao_image_headgear_camo_2,LOOT_SENTINEL_HELMET_8,
mp_headgear_02a_chen,hats2_9,0x6612010,m/mtl_mp_headgear_02re,none,s1_cao_image_headgear_camo_3,LOOT_SENTINEL_HELMET_9,
mp_headgear_02a_chen,hats2_10,0x6614010,m/mtl_mp_headgear_02bl,none,s1_cao_image_headgear_camo_4,LOOT_SENTINEL_HELMET_10,
mp_headgear_02a_chen,hats2_11,0x6616010,m/mtl_mp_headgear_02ti,none,s1_cao_image_headgear_camo_5,LOOT_SENTINEL_HELMET_11,
mp_headgear_02a_chen,hats2_12,0x6618010,m/mtl_mp_headgear_02ju,none,s1_cao_image_headgear_camo_6,LOOT_SENTINEL_HELMET_12,
mp_headgear_02a_chen,hats2_13,0x661A010,m/mtl_mp_headgear_02fl,none,s1_cao_image_headgear_camo_7,LOOT_SENTINEL_HELMET_13,
mp_headgear_02a_chen,hats2_14,0x661C010,m/mtl_mp_headgear_02_ice,none,s1_cao_image_headgear_camo_8,LOOT_SENTINEL_HELMET_14,
mp_headgear_02a_clark,hats2_1,0x6602010,m/mtl_mp_headgear_02i,none,s1_cao_image_headgear_helmet_sentinel_1,LOOT_SENTINEL_HELMET_1,
mp_headgear_02a_clark,hats2_2,0x6604010,m/mtl_mp_headgear_02m,none,s1_cao_image_headgear_helmet_sentinel_2,LOOT_SENTINEL_HELMET_2,
mp_headgear_02a_clark,hats2_3,0x6606010,m/mtl_mp_headgear_02n,none,s1_cao_image_headgear_helmet_sentinel_3,LOOT_SENTINEL_HELMET_3,
mp_headgear_02a_clark,hats2_4,0x6608010,m/mtl_mp_headgear_02j,none,s1_cao_image_headgear_helmet_sentinel_4,LOOT_SENTINEL_HELMET_4,
mp_headgear_02a_clark,hats2_5,0x660A010,m/mtl_mp_headgear_02h,none,s1_cao_image_headgear_helmet_sentinel_5,LOOT_SENTINEL_HELMET_5,
mp_headgear_02a_clark,hats2_6,0x660C010,m/mtl_mp_headgear_02la,none,s1_cao_image_headgear_camo,LOOT_SENTINEL_HELMET_6,
mp_headgear_02a_clark,hats2_7,0x660E010,m/mtl_mp_headgear_02te,none,s1_cao_image_headgear_camo_1,LOOT_SENTINEL_HELMET_7,
mp_headgear_02a_clark,hats2_8,0x6610010,m/mtl_mp_headgear_02el,none,s1_cao_image_headgear_camo_2,LOOT_SENTINEL_HELMET_8,
mp_headgear_02a_clark,hats2_9,0x6612010,m/mtl_mp_headgear_02re,none,s1_cao_image_headgear_camo_3,LOOT_SENTINEL_HELMET_9,
mp_headgear_02a_clark,hats2_10,0x6614010,m/mtl_mp_headgear_02bl,none,s1_cao_image_headgear_camo_4,LOOT_SENTINEL_HELMET_10,
mp_headgear_02a_clark,hats2_11,0x6616010,m/mtl_mp_headgear_02ti,none,s1_cao_image_headgear_camo_5,LOOT_SENTINEL_HELMET_11,
mp_headgear_02a_clark,hats2_12,0x6618010,m/mtl_mp_headgear_02ju,none,s1_cao_image_headgear_camo_6,LOOT_SENTINEL_HELMET_12,
mp_headgear_02a_clark,hats2_13,0x661A010,m/mtl_mp_headgear_02fl,none,s1_cao_image_headgear_camo_7,LOOT_SENTINEL_HELMET_13,
mp_headgear_02a_clark,hats2_14,0x661C010,m/mtl_mp_headgear_02_ice,none,s1_cao_image_headgear_camo_8,LOOT_SENTINEL_HELMET_14,
mp_headgear_02a_cormack,hats2_1,0x6602010,m/mtl_mp_headgear_02i,none,s1_cao_image_headgear_helmet_sentinel_1,LOOT_SENTINEL_HELMET_1,
mp_headgear_02a_cormack,hats2_2,0x6604010,m/mtl_mp_headgear_02m,none,s1_cao_image_headgear_helmet_sentinel_2,LOOT_SENTINEL_HELMET_2,
mp_headgear_02a_cormack,hats2_3,0x6606010,m/mtl_mp_headgear_02n,none,s1_cao_image_headgear_helmet_sentinel_3,LOOT_SENTINEL_HELMET_3,
mp_headgear_02a_cormack,hats2_4,0x6608010,m/mtl_mp_headgear_02j,none,s1_cao_image_headgear_helmet_sentinel_4,LOOT_SENTINEL_HELMET_4,
mp_headgear_02a_cormack,hats2_5,0x660A010,m/mtl_mp_headgear_02h,none,s1_cao_image_headgear_helmet_sentinel_5,LOOT_SENTINEL_HELMET_5,
mp_headgear_02a_cormack,hats2_6,0x660C010,m/mtl_mp_headgear_02la,none,s1_cao_image_headgear_camo,LOOT_SENTINEL_HELMET_6,
mp_headgear_02a_cormack,hats2_7,0x660E010,m/mtl_mp_headgear_02te,none,s1_cao_image_headgear_camo_1,LOOT_SENTINEL_HELMET_7,
mp_headgear_02a_cormack,hats2_8,0x6610010,m/mtl_mp_headgear_02el,none,s1_cao_image_headgear_camo_2,LOOT_SENTINEL_HELMET_8,
mp_headgear_02a_cormack,hats2_9,0x6612010,m/mtl_mp_headgear_02re,none,s1_cao_image_headgear_camo_3,LOOT_SENTINEL_HELMET_9,
mp_headgear_02a_cormack,hats2_10,0x6614010,m/mtl_mp_headgear_02bl,none,s1_cao_image_headgear_camo_4,LOOT_SENTINEL_HELMET_10,
mp_headgear_02a_cormack,hats2_11,0x6616010,m/mtl_mp_headgear_02ti,none,s1_cao_image_headgear_camo_5,LOOT_SENTINEL_HELMET_11,
mp_headgear_02a_cormack,hats2_12,0x6618010,m/mtl_mp_headgear_02ju,none,s1_cao_image_headgear_camo_6,LOOT_SENTINEL_HELMET_12,
mp_headgear_02a_cormack,hats2_13,0x661A010,m/mtl_mp_headgear_02fl,none,s1_cao_image_headgear_camo_7,LOOT_SENTINEL_HELMET_13,
mp_headgear_02a_cormack,hats2_14,0x661C010,m/mtl_mp_headgear_02_ice,none,s1_cao_image_headgear_camo_8,LOOT_SENTINEL_HELMET_14,
mp_headgear_02a_coyle,hats2_1,0x6602010,m/mtl_mp_headgear_02i,none,s1_cao_image_headgear_helmet_sentinel_1,LOOT_SENTINEL_HELMET_1,
mp_headgear_02a_coyle,hats2_2,0x6604010,m/mtl_mp_headgear_02m,none,s1_cao_image_headgear_helmet_sentinel_2,LOOT_SENTINEL_HELMET_2,
mp_headgear_02a_coyle,hats2_3,0x6606010,m/mtl_mp_headgear_02n,none,s1_cao_image_headgear_helmet_sentinel_3,LOOT_SENTINEL_HELMET_3,
mp_headgear_02a_coyle,hats2_4,0x6608010,m/mtl_mp_headgear_02j,none,s1_cao_image_headgear_helmet_sentinel_4,LOOT_SENTINEL_HELMET_4,
mp_headgear_02a_coyle,hats2_5,0x660A010,m/mtl_mp_headgear_02h,none,s1_cao_image_headgear_helmet_sentinel_5,LOOT_SENTINEL_HELMET_5,
mp_headgear_02a_coyle,hats2_6,0x660C010,m/mtl_mp_headgear_02la,none,s1_cao_image_headgear_camo,LOOT_SENTINEL_HELMET_6,
mp_headgear_02a_coyle,hats2_7,0x660E010,m/mtl_mp_headgear_02te,none,s1_cao_image_headgear_camo_1,LOOT_SENTINEL_HELMET_7,
mp_headgear_02a_coyle,hats2_8,0x6610010,m/mtl_mp_headgear_02el,none,s1_cao_image_headgear_camo_2,LOOT_SENTINEL_HELMET_8,
mp_headgear_02a_coyle,hats2_9,0x6612010,m/mtl_mp_headgear_02re,none,s1_cao_image_headgear_camo_3,LOOT_SENTINEL_HELMET_9,
mp_headgear_02a_coyle,hats2_10,0x6614010,m/mtl_mp_headgear_02bl,none,s1_cao_image_headgear_camo_4,LOOT_SENTINEL_HELMET_10,
mp_headgear_02a_coyle,hats2_11,0x6616010,m/mtl_mp_headgear_02ti,none,s1_cao_image_headgear_camo_5,LOOT_SENTINEL_HELMET_11,
mp_headgear_02a_coyle,hats2_12,0x6618010,m/mtl_mp_headgear_02ju,none,s1_cao_image_headgear_camo_6,LOOT_SENTINEL_HELMET_12,
mp_headgear_02a_coyle,hats2_13,0x661A010,m/mtl_mp_headgear_02fl,none,s1_cao_image_headgear_camo_7,LOOT_SENTINEL_HELMET_13,
mp_headgear_02a_coyle,hats2_14,0x661C010,m/mtl_mp_headgear_02_ice,none,s1_cao_image_headgear_camo_8,LOOT_SENTINEL_HELMET_14,
mp_headgear_02a_davis,hats2_1,0x6602010,m/mtl_mp_headgear_02i,none,s1_cao_image_headgear_helmet_sentinel_1,LOOT_SENTINEL_HELMET_1,
mp_headgear_02a_davis,hats2_2,0x6604010,m/mtl_mp_headgear_02m,none,s1_cao_image_headgear_helmet_sentinel_2,LOOT_SENTINEL_HELMET_2,
mp_headgear_02a_davis,hats2_3,0x6606010,m/mtl_mp_headgear_02n,none,s1_cao_image_headgear_helmet_sentinel_3,LOOT_SENTINEL_HELMET_3,
mp_headgear_02a_davis,hats2_4,0x6608010,m/mtl_mp_headgear_02j,none,s1_cao_image_headgear_helmet_sentinel_4,LOOT_SENTINEL_HELMET_4,
mp_headgear_02a_davis,hats2_5,0x660A010,m/mtl_mp_headgear_02h,none,s1_cao_image_headgear_helmet_sentinel_5,LOOT_SENTINEL_HELMET_5,
mp_headgear_02a_davis,hats2_6,0x660C010,m/mtl_mp_headgear_02la,none,s1_cao_image_headgear_camo,LOOT_SENTINEL_HELMET_6,
mp_headgear_02a_davis,hats2_7,0x660E010,m/mtl_mp_headgear_02te,none,s1_cao_image_headgear_camo_1,LOOT_SENTINEL_HELMET_7,
mp_headgear_02a_davis,hats2_8,0x6610010,m/mtl_mp_headgear_02el,none,s1_cao_image_headgear_camo_2,LOOT_SENTINEL_HELMET_8,
mp_headgear_02a_davis,hats2_9,0x6612010,m/mtl_mp_headgear_02re,none,s1_cao_image_headgear_camo_3,LOOT_SENTINEL_HELMET_9,
mp_headgear_02a_davis,hats2_10,0x6614010,m/mtl_mp_headgear_02bl,none,s1_cao_image_headgear_camo_4,LOOT_SENTINEL_HELMET_10,
mp_headgear_02a_davis,hats2_11,0x6616010,m/mtl_mp_headgear_02ti,none,s1_cao_image_headgear_camo_5,LOOT_SENTINEL_HELMET_11,
mp_headgear_02a_davis,hats2_12,0x6618010,m/mtl_mp_headgear_02ju,none,s1_cao_image_headgear_camo_6,LOOT_SENTINEL_HELMET_12,
mp_headgear_02a_davis,hats2_13,0x661A010,m/mtl_mp_headgear_02fl,none,s1_cao_image_headgear_camo_7,LOOT_SENTINEL_HELMET_13,
mp_headgear_02a_davis,hats2_14,0x661C010,m/mtl_mp_headgear_02_ice,none,s1_cao_image_headgear_camo_8,LOOT_SENTINEL_HELMET_14,
mp_headgear_02a_gideon,hats2_1,0x6602010,m/mtl_mp_headgear_02i,none,s1_cao_image_headgear_helmet_sentinel_1,LOOT_SENTINEL_HELMET_1,
mp_headgear_02a_gideon,hats2_2,0x6604010,m/mtl_mp_headgear_02m,none,s1_cao_image_headgear_helmet_sentinel_2,LOOT_SENTINEL_HELMET_2,
mp_headgear_02a_gideon,hats2_3,0x6606010,m/mtl_mp_headgear_02n,none,s1_cao_image_headgear_helmet_sentinel_3,LOOT_SENTINEL_HELMET_3,
mp_headgear_02a_gideon,hats2_4,0x6608010,m/mtl_mp_headgear_02j,none,s1_cao_image_headgear_helmet_sentinel_4,LOOT_SENTINEL_HELMET_4,
mp_headgear_02a_gideon,hats2_5,0x660A010,m/mtl_mp_headgear_02h,none,s1_cao_image_headgear_helmet_sentinel_5,LOOT_SENTINEL_HELMET_5,
mp_headgear_02a_gideon,hats2_6,0x660C010,m/mtl_mp_headgear_02la,none,s1_cao_image_headgear_camo,LOOT_SENTINEL_HELMET_6,
mp_headgear_02a_gideon,hats2_7,0x660E010,m/mtl_mp_headgear_02te,none,s1_cao_image_headgear_camo_1,LOOT_SENTINEL_HELMET_7,
mp_headgear_02a_gideon,hats2_8,0x6610010,m/mtl_mp_headgear_02el,none,s1_cao_image_headgear_camo_2,LOOT_SENTINEL_HELMET_8,
mp_headgear_02a_gideon,hats2_9,0x6612010,m/mtl_mp_headgear_02re,none,s1_cao_image_headgear_camo_3,LOOT_SENTINEL_HELMET_9,
mp_headgear_02a_gideon,hats2_10,0x6614010,m/mtl_mp_headgear_02bl,none,s1_cao_image_headgear_camo_4,LOOT_SENTINEL_HELMET_10,
mp_headgear_02a_gideon,hats2_11,0x6616010,m/mtl_mp_headgear_02ti,none,s1_cao_image_headgear_camo_5,LOOT_SENTINEL_HELMET_11,
mp_headgear_02a_gideon,hats2_12,0x6618010,m/mtl_mp_headgear_02ju,none,s1_cao_image_headgear_camo_6,LOOT_SENTINEL_HELMET_12,
mp_headgear_02a_gideon,hats2_13,0x661A010,m/mtl_mp_headgear_02fl,none,s1_cao_image_headgear_camo_7,LOOT_SENTINEL_HELMET_13,
mp_headgear_02a_gideon,hats2_14,0x661C010,m/mtl_mp_headgear_02_ice,none,s1_cao_image_headgear_camo_8,LOOT_SENTINEL_HELMET_14,
mp_headgear_02a_gots,hats2_1,0x6602010,m/mtl_mp_headgear_02i,none,s1_cao_image_headgear_helmet_sentinel_1,LOOT_SENTINEL_HELMET_1,
mp_headgear_02a_gots,hats2_2,0x6604010,m/mtl_mp_headgear_02m,none,s1_cao_image_headgear_helmet_sentinel_2,LOOT_SENTINEL_HELMET_2,
mp_headgear_02a_gots,hats2_3,0x6606010,m/mtl_mp_headgear_02n,none,s1_cao_image_headgear_helmet_sentinel_3,LOOT_SENTINEL_HELMET_3,
mp_headgear_02a_gots,hats2_4,0x6608010,m/mtl_mp_headgear_02j,none,s1_cao_image_headgear_helmet_sentinel_4,LOOT_SENTINEL_HELMET_4,
mp_headgear_02a_gots,hats2_5,0x660A010,m/mtl_mp_headgear_02h,none,s1_cao_image_headgear_helmet_sentinel_5,LOOT_SENTINEL_HELMET_5,
mp_headgear_02a_gots,hats2_6,0x660C010,m/mtl_mp_headgear_02la,none,s1_cao_image_headgear_camo,LOOT_SENTINEL_HELMET_6,
mp_headgear_02a_gots,hats2_7,0x660E010,m/mtl_mp_headgear_02te,none,s1_cao_image_headgear_camo_1,LOOT_SENTINEL_HELMET_7,
mp_headgear_02a_gots,hats2_8,0x6610010,m/mtl_mp_headgear_02el,none,s1_cao_image_headgear_camo_2,LOOT_SENTINEL_HELMET_8,
mp_headgear_02a_gots,hats2_9,0x6612010,m/mtl_mp_headgear_02re,none,s1_cao_image_headgear_camo_3,LOOT_SENTINEL_HELMET_9,
mp_headgear_02a_gots,hats2_10,0x6614010,m/mtl_mp_headgear_02bl,none,s1_cao_image_headgear_camo_4,LOOT_SENTINEL_HELMET_10,
mp_headgear_02a_gots,hats2_11,0x6616010,m/mtl_mp_headgear_02ti,none,s1_cao_image_headgear_camo_5,LOOT_SENTINEL_HELMET_11,
mp_headgear_02a_gots,hats2_12,0x6618010,m/mtl_mp_headgear_02ju,none,s1_cao_image_headgear_camo_6,LOOT_SENTINEL_HELMET_12,
mp_headgear_02a_gots,hats2_13,0x661A010,m/mtl_mp_headgear_02fl,none,s1_cao_image_headgear_camo_7,LOOT_SENTINEL_HELMET_13,
mp_headgear_02a_gots,hats2_14,0x661C010,m/mtl_mp_headgear_02_ice,none,s1_cao_image_headgear_camo_8,LOOT_SENTINEL_HELMET_14,
mp_headgear_02a_hanks,hats2_1,0x6602010,m/mtl_mp_headgear_02i,none,s1_cao_image_headgear_helmet_sentinel_1,LOOT_SENTINEL_HELMET_1,
mp_headgear_02a_hanks,hats2_2,0x6604010,m/mtl_mp_headgear_02m,none,s1_cao_image_headgear_helmet_sentinel_2,LOOT_SENTINEL_HELMET_2,
mp_headgear_02a_hanks,hats2_3,0x6606010,m/mtl_mp_headgear_02n,none,s1_cao_image_headgear_helmet_sentinel_3,LOOT_SENTINEL_HELMET_3,
mp_headgear_02a_hanks,hats2_4,0x6608010,m/mtl_mp_headgear_02j,none,s1_cao_image_headgear_helmet_sentinel_4,LOOT_SENTINEL_HELMET_4,
mp_headgear_02a_hanks,hats2_5,0x660A010,m/mtl_mp_headgear_02h,none,s1_cao_image_headgear_helmet_sentinel_5,LOOT_SENTINEL_HELMET_5,
mp_headgear_02a_hanks,hats2_6,0x660C010,m/mtl_mp_headgear_02la,none,s1_cao_image_headgear_camo,LOOT_SENTINEL_HELMET_6,
mp_headgear_02a_hanks,hats2_7,0x660E010,m/mtl_mp_headgear_02te,none,s1_cao_image_headgear_camo_1,LOOT_SENTINEL_HELMET_7,
mp_headgear_02a_hanks,hats2_8,0x6610010,m/mtl_mp_headgear_02el,none,s1_cao_image_headgear_camo_2,LOOT_SENTINEL_HELMET_8,
mp_headgear_02a_hanks,hats2_9,0x6612010,m/mtl_mp_headgear_02re,none,s1_cao_image_headgear_camo_3,LOOT_SENTINEL_HELMET_9,
mp_headgear_02a_hanks,hats2_10,0x6614010,m/mtl_mp_headgear_02bl,none,s1_cao_image_headgear_camo_4,LOOT_SENTINEL_HELMET_10,
mp_headgear_02a_hanks,hats2_11,0x6616010,m/mtl_mp_headgear_02ti,none,s1_cao_image_headgear_camo_5,LOOT_SENTINEL_HELMET_11,
mp_headgear_02a_hanks,hats2_12,0x6618010,m/mtl_mp_headgear_02ju,none,s1_cao_image_headgear_camo_6,LOOT_SENTINEL_HELMET_12,
mp_headgear_02a_hanks,hats2_13,0x661A010,m/mtl_mp_headgear_02fl,none,s1_cao_image_headgear_camo_7,LOOT_SENTINEL_HELMET_13,
mp_headgear_02a_hanks,hats2_14,0x661C010,m/mtl_mp_headgear_02_ice,none,s1_cao_image_headgear_camo_8,LOOT_SENTINEL_HELMET_14,
mp_headgear_02a_kang,hats2_1,0x6602010,m/mtl_mp_headgear_02i,none,s1_cao_image_headgear_helmet_sentinel_1,LOOT_SENTINEL_HELMET_1,
mp_headgear_02a_kang,hats2_2,0x6604010,m/mtl_mp_headgear_02m,none,s1_cao_image_headgear_helmet_sentinel_2,LOOT_SENTINEL_HELMET_2,
mp_headgear_02a_kang,hats2_3,0x6606010,m/mtl_mp_headgear_02n,none,s1_cao_image_headgear_helmet_sentinel_3,LOOT_SENTINEL_HELMET_3,
mp_headgear_02a_kang,hats2_4,0x6608010,m/mtl_mp_headgear_02j,none,s1_cao_image_headgear_helmet_sentinel_4,LOOT_SENTINEL_HELMET_4,
mp_headgear_02a_kang,hats2_5,0x660A010,m/mtl_mp_headgear_02h,none,s1_cao_image_headgear_helmet_sentinel_5,LOOT_SENTINEL_HELMET_5,
mp_headgear_02a_kang,hats2_6,0x660C010,m/mtl_mp_headgear_02la,none,s1_cao_image_headgear_camo,LOOT_SENTINEL_HELMET_6,
mp_headgear_02a_kang,hats2_7,0x660E010,m/mtl_mp_headgear_02te,none,s1_cao_image_headgear_camo_1,LOOT_SENTINEL_HELMET_7,
mp_headgear_02a_kang,hats2_8,0x6610010,m/mtl_mp_headgear_02el,none,s1_cao_image_headgear_camo_2,LOOT_SENTINEL_HELMET_8,
mp_headgear_02a_kang,hats2_9,0x6612010,m/mtl_mp_headgear_02re,none,s1_cao_image_headgear_camo_3,LOOT_SENTINEL_HELMET_9,
mp_headgear_02a_kang,hats2_10,0x6614010,m/mtl_mp_headgear_02bl,none,s1_cao_image_headgear_camo_4,LOOT_SENTINEL_HELMET_10,
mp_headgear_02a_kang,hats2_11,0x6616010,m/mtl_mp_headgear_02ti,none,s1_cao_image_headgear_camo_5,LOOT_SENTINEL_HELMET_11,
mp_headgear_02a_kang,hats2_12,0x6618010,m/mtl_mp_headgear_02ju,none,s1_cao_image_headgear_camo_6,LOOT_SENTINEL_HELMET_12,
mp_headgear_02a_kang,hats2_13,0x661A010,m/mtl_mp_headgear_02fl,none,s1_cao_image_headgear_camo_7,LOOT_SENTINEL_HELMET_13,
mp_headgear_02a_kang,hats2_14,0x661C010,m/mtl_mp_headgear_02_ice,none,s1_cao_image_headgear_camo_8,LOOT_SENTINEL_HELMET_14,
mp_headgear_02a_kva,hats2_1,0x6602010,m/mtl_mp_headgear_02i,none,s1_cao_image_headgear_helmet_sentinel_1,LOOT_SENTINEL_HELMET_1,
mp_headgear_02a_kva,hats2_2,0x6604010,m/mtl_mp_headgear_02m,none,s1_cao_image_headgear_helmet_sentinel_2,LOOT_SENTINEL_HELMET_2,
mp_headgear_02a_kva,hats2_3,0x6606010,m/mtl_mp_headgear_02n,none,s1_cao_image_headgear_helmet_sentinel_3,LOOT_SENTINEL_HELMET_3,
mp_headgear_02a_kva,hats2_4,0x6608010,m/mtl_mp_headgear_02j,none,s1_cao_image_headgear_helmet_sentinel_4,LOOT_SENTINEL_HELMET_4,
mp_headgear_02a_kva,hats2_5,0x660A010,m/mtl_mp_headgear_02h,none,s1_cao_image_headgear_helmet_sentinel_5,LOOT_SENTINEL_HELMET_5,
mp_headgear_02a_kva,hats2_6,0x660C010,m/mtl_mp_headgear_02la,none,s1_cao_image_headgear_camo,LOOT_SENTINEL_HELMET_6,
mp_headgear_02a_kva,hats2_7,0x660E010,m/mtl_mp_headgear_02te,none,s1_cao_image_headgear_camo_1,LOOT_SENTINEL_HELMET_7,
mp_headgear_02a_kva,hats2_8,0x6610010,m/mtl_mp_headgear_02el,none,s1_cao_image_headgear_camo_2,LOOT_SENTINEL_HELMET_8,
mp_headgear_02a_kva,hats2_9,0x6612010,m/mtl_mp_headgear_02re,none,s1_cao_image_headgear_camo_3,LOOT_SENTINEL_HELMET_9,
mp_headgear_02a_kva,hats2_10,0x6614010,m/mtl_mp_headgear_02bl,none,s1_cao_image_headgear_camo_4,LOOT_SENTINEL_HELMET_10,
mp_headgear_02a_kva,hats2_11,0x6616010,m/mtl_mp_headgear_02ti,none,s1_cao_image_headgear_camo_5,LOOT_SENTINEL_HELMET_11,
mp_headgear_02a_kva,hats2_12,0x6618010,m/mtl_mp_headgear_02ju,none,s1_cao_image_headgear_camo_6,LOOT_SENTINEL_HELMET_12,
mp_headgear_02a_kva,hats2_13,0x661A010,m/mtl_mp_headgear_02fl,none,s1_cao_image_headgear_camo_7,LOOT_SENTINEL_HELMET_13,
mp_headgear_02a_kva,hats2_14,0x661C010,m/mtl_mp_headgear_02_ice,none,s1_cao_image_headgear_camo_8,LOOT_SENTINEL_HELMET_14,
mp_headgear_02a_lee,hats2_1,0x6602010,m/mtl_mp_headgear_02i,none,s1_cao_image_headgear_helmet_sentinel_1,LOOT_SENTINEL_HELMET_1,
mp_headgear_02a_lee,hats2_2,0x6604010,m/mtl_mp_headgear_02m,none,s1_cao_image_headgear_helmet_sentinel_2,LOOT_SENTINEL_HELMET_2,
mp_headgear_02a_lee,hats2_3,0x6606010,m/mtl_mp_headgear_02n,none,s1_cao_image_headgear_helmet_sentinel_3,LOOT_SENTINEL_HELMET_3,
mp_headgear_02a_lee,hats2_4,0x6608010,m/mtl_mp_headgear_02j,none,s1_cao_image_headgear_helmet_sentinel_4,LOOT_SENTINEL_HELMET_4,
mp_headgear_02a_lee,hats2_5,0x660A010,m/mtl_mp_headgear_02h,none,s1_cao_image_headgear_helmet_sentinel_5,LOOT_SENTINEL_HELMET_5,
mp_headgear_02a_lee,hats2_6,0x660C010,m/mtl_mp_headgear_02la,none,s1_cao_image_headgear_camo,LOOT_SENTINEL_HELMET_6,
mp_headgear_02a_lee,hats2_7,0x660E010,m/mtl_mp_headgear_02te,none,s1_cao_image_headgear_camo_1,LOOT_SENTINEL_HELMET_7,
mp_headgear_02a_lee,hats2_8,0x6610010,m/mtl_mp_headgear_02el,none,s1_cao_image_headgear_camo_2,LOOT_SENTINEL_HELMET_8,
mp_headgear_02a_lee,hats2_9,0x6612010,m/mtl_mp_headgear_02re,none,s1_cao_image_headgear_camo_3,LOOT_SENTINEL_HELMET_9,
mp_headgear_02a_lee,hats2_10,0x6614010,m/mtl_mp_headgear_02bl,none,s1_cao_image_headgear_camo_4,LOOT_SENTINEL_HELMET_10,
mp_headgear_02a_lee,hats2_11,0x6616010,m/mtl_mp_headgear_02ti,none,s1_cao_image_headgear_camo_5,LOOT_SENTINEL_HELMET_11,
mp_headgear_02a_lee,hats2_12,0x6618010,m/mtl_mp_headgear_02ju,none,s1_cao_image_headgear_camo_6,LOOT_SENTINEL_HELMET_12,
mp_headgear_02a_lee,hats2_13,0x661A010,m/mtl_mp_headgear_02fl,none,s1_cao_image_headgear_camo_7,LOOT_SENTINEL_HELMET_13,
mp_headgear_02a_lee,hats2_14,0x661C010,m/mtl_mp_headgear_02_ice,none,s1_cao_image_headgear_camo_8,LOOT_SENTINEL_HELMET_14,
mp_headgear_02a_martin,hats2_1,0x6602010,m/mtl_mp_headgear_02i,none,s1_cao_image_headgear_helmet_sentinel_1,LOOT_SENTINEL_HELMET_1,
mp_headgear_02a_martin,hats2_2,0x6604010,m/mtl_mp_headgear_02m,none,s1_cao_image_headgear_helmet_sentinel_2,LOOT_SENTINEL_HELMET_2,
mp_headgear_02a_martin,hats2_3,0x6606010,m/mtl_mp_headgear_02n,none,s1_cao_image_headgear_helmet_sentinel_3,LOOT_SENTINEL_HELMET_3,
mp_headgear_02a_martin,hats2_4,0x6608010,m/mtl_mp_headgear_02j,none,s1_cao_image_headgear_helmet_sentinel_4,LOOT_SENTINEL_HELMET_4,
mp_headgear_02a_martin,hats2_5,0x660A010,m/mtl_mp_headgear_02h,none,s1_cao_image_headgear_helmet_sentinel_5,LOOT_SENTINEL_HELMET_5,
mp_headgear_02a_martin,hats2_6,0x660C010,m/mtl_mp_headgear_02la,none,s1_cao_image_headgear_camo,LOOT_SENTINEL_HELMET_6,
mp_headgear_02a_martin,hats2_7,0x660E010,m/mtl_mp_headgear_02te,none,s1_cao_image_headgear_camo_1,LOOT_SENTINEL_HELMET_7,
mp_headgear_02a_martin,hats2_8,0x6610010,m/mtl_mp_headgear_02el,none,s1_cao_image_headgear_camo_2,LOOT_SENTINEL_HELMET_8,
mp_headgear_02a_martin,hats2_9,0x6612010,m/mtl_mp_headgear_02re,none,s1_cao_image_headgear_camo_3,LOOT_SENTINEL_HELMET_9,
mp_headgear_02a_martin,hats2_10,0x6614010,m/mtl_mp_headgear_02bl,none,s1_cao_image_headgear_camo_4,LOOT_SENTINEL_HELMET_10,
mp_headgear_02a_martin,hats2_11,0x6616010,m/mtl_mp_headgear_02ti,none,s1_cao_image_headgear_camo_5,LOOT_SENTINEL_HELMET_11,
