model,category,idIndex,primaryid,collision,transient override,lobmodel,viewmodel,worldmat,viewmat,group1,group2,group3,group4,group5,group6,group7,group8,productionLevel
mp_eyewear_09a_hanks,eyewear,8,7,0,,mp_eyewear_09a_hanks_lob,,m/mtl_mp_eyewear_09a,,hanks,!fullmask,!visor,,,,,,
mp_eyewear_09a_kang,eyewear,8,7,0,,mp_eyewear_09a_kang_lob,,m/mtl_mp_eyewear_09a,,kang,!fullmask,!visor,,,,,,
mp_eyewear_09a_kva,eyewear,8,7,0,,mp_eyewear_09a_kva_lob,,m/mtl_mp_eyewear_09a,,kva_head,!fullmask,!visor,,,,,,
mp_eyewear_09a_lee,eyewear,8,7,0,,mp_eyewear_09a_lee_lob,,m/mtl_mp_eyewear_09a,,lee,!fullmask,!visor,,,,,,
mp_eyewear_09a_martin,eyewear,8,7,0,,mp_eyewear_09a_martin_lob,,m/mtl_mp_eyewear_09a,,martin,!fullmask,!visor,,,,,,
mp_eyewear_09a_pas,eyewear,8,7,0,,mp_eyewear_09a_pas_lob,,m/mtl_mp_eyewear_09a,,pas,!fullmask,!visor,,,,,,
mp_eyewear_09a_waters,eyewear,8,7,0,,mp_eyewear_09a_waters_lob,,m/mtl_mp_eyewear_09a,,waters,!fullmask,!visor,,,,,,
mp_eyewear_09a_young,eyewear,8,7,0,,mp_eyewear_09a_young_lob,,m/mtl_mp_eyewear_09a,,young,!fullmask,!visor,,,,,,
mp_eyewear_04a_barton,eyewear,9,8,0,,mp_eyewear_04a_barton_lob,,,,barton,!fullmask,!visor,,,,,,
mp_eyewear_04a_basara,eyewear,9,8,0,,mp_eyewear_04a_basara_lob,,,,basara,!fullmask,!visor,,,,,,
mp_eyewear_04a_chen,eyewear,9,8,0,,mp_eyewear_04a_chen_lob,,m/mtl_mp_eyewear_04a,,chen,!fullmask,!visor,,,,,,
mp_eyewear_04a_clark,eyewear,9,8,0,,mp_eyewear_04a_clark_lob,,,,clark,!fullmask,!visor,,,,,,
mp_eyewear_04a_cormack,eyewear,9,8,0,,mp_eyewear_04a_cormack_lob,,m/mtl_mp_eyewear_04a,,cormack,!fullmask,!visor,,,,,,
mp_eyewear_04a_coyle,eyewear,9,8,0,,mp_eyewear_04a_coyle_lob,,,,coyle,!fullmask,!visor,,,,,,
mp_eyewear_04a_davis,eyewear,9,8,0,,mp_eyewear_04a_davis_lob,,,,davis,!fullmask,!visor,,,,,,
mp_eyewear_04a_gideon,eyewear,9,8,0,,mp_eyewear_04a_gideon_lob,,m/mtl_mp_eyewear_04a,,gideon,!fullmask,!visor,,,,,,
mp_eyewear_04a_gots,eyewear,9,8,0,,mp_eyewear_04a_gots_lob,,,,illana,!fullmask,!visor,,,,,,
mp_eyewear_04a_hanks,eyewear,9,8,0,,mp_eyewear_04a_hanks_lob,,,,hanks,!fullmask,!visor,,,,,,
mp_eyewear_04a_kang,eyewear,9,8,0,,mp_eyewear_04a_kang_lob,,,,kang,!fullmask,!visor,,,,,,
mp_eyewear_04a_kva,eyewear,9,8,0,,mp_eyewear_04a_kva_lob,,,,kva_head,!fullmask,!visor,,,,,,
mp_eyewear_04a_lee,eyewear,9,8,0,,mp_eyewear_04a_lee_lob,,,,lee,!fullmask,!visor,,,,,,
mp_eyewear_04a_martin,eyewear,9,8,0,,mp_eyewear_04a_martin_lob,,,,martin,!fullmask,!visor,,,,,,
mp_eyewear_04a_pas,eyewear,9,8,0,,mp_eyewear_04a_pas_lob,,,,pas,!fullmask,!visor,,,,,,
mp_eyewear_04a_waters,eyewear,9,8,0,,mp_eyewear_04a_waters_lob,,,,waters,!fullmask,!visor,,,,,,
mp_eyewear_04a_young,eyewear,9,8,0,,mp_eyewear_04a_young_lob,,,,young,!fullmask,!visor,,,,,,
mp_eyewear_06a_barton,eyewear,10,9,0,,mp_eyewear_06a_barton_lob,,m/mtl_mp_eyewear_06a,,barton,!fullmask,!visor,,,,,,
mp_eyewear_06a_basara,eyewear,10,9,0,,mp_eyewear_06a_basara_lob,,m/mtl_mp_eyewear_06a,,basara,!fullmask,!visor,,,,,,
mp_eyewear_06a_chen,eyewear,10,9,0,,mp_eyewear_06a_chen_lob,,m/mtl_mp_eyewear_06a,,chen,!fullmask,!visor,,,,,,
mp_eyewear_06a_clark,eyewear,10,9,0,,mp_eyewear_06a_clark_lob,,m/mtl_mp_eyewear_06a,,clark,!fullmask,!visor,,,,,,
mp_eyewear_06a_cormack,eyewear,10,9,0,,mp_eyewear_06a_cormack_lob,,m/mtl_mp_eyewear_06a,,cormack,!fullmask,!visor,,,,,,
mp_eyewear_06a_coyle,eyewear,10,9,0,,mp_eyewear_06a_coyle_lob,,m/mtl_mp_eyewear_06a,,coyle,!fullmask,!visor,,,,,,
mp_eyewear_06a_davis,eyewear,10,9,0,,,,m/mtl_mp_eyewear_06a,,davis,!fullmask,!visor,,,,,,
mp_eyewear_06a_gideon,eyewear,10,9,0,,mp_eyewear_06a_gideon_lob,,m/mtl_mp_eyewear_06a,,gideon,!fullmask,!visor,,,,,,
mp_eyewear_06a_gots,eyewear,10,9,0,,mp_eyewear_06a_gots_lob,,m/mtl_mp_eyewear_06a,,illana,!fullmask,!visor,,,,,,
mp_eyewear_06a_hanks,eyewear,10,9,0,,mp_eyewear_06a_hanks_lob,,m/mtl_mp_eyewear_06a,,hanks,!fullmask,!visor,,,,,,
mp_eyewear_06a_kang,eyewear,10,9,0,,mp_eyewear_06a_kang_lob,,m/mtl_mp_eyewear_06a,,kang,!fullmask,!visor,,,,,,
mp_eyewear_06a_kva,eyewear,10,9,0,,mp_eyewear_06a_kva_lob,,m/mtl_mp_eyewear_06a,,kva_head,!fullmask,!visor,,,,,,
mp_eyewear_06a_lee,eyewear,10,9,0,,mp_eyewear_06a_lee_lob,,m/mtl_mp_eyewear_06a,,lee,!fullmask,!visor,,,,,,
mp_eyewear_06a_martin,eyewear,10,9,0,,mp_eyewear_06a_martin_lob,,m/mtl_mp_eyewear_06a,,martin,!fullmask,!visor,,,,,,
mp_eyewear_06a_pas,eyewear,10,9,0,,mp_eyewear_06a_pas_lob,,m/mtl_mp_eyewear_06a,,pas,!fullmask,!visor,,,,,,
mp_eyewear_06a_waters,eyewear,10,9,0,,mp_eyewear_06a_waters_lob,,m/mtl_mp_eyewear_06a,,waters,!fullmask,!visor,,,,,,
mp_eyewear_06a_young,eyewear,10,9,0,,mp_eyewear_06a_young_lob,,m/mtl_mp_eyewear_06a,,young,!fullmask,!visor,,,,,,
mp_eyewear_04h_barton,eyewear,11,10,0,,mp_eyewear_04h_barton_lob,,,,barton,!fullmask,!visor,,,,,,
mp_eyewear_04h_basara,eyewear,11,10,0,,mp_eyewear_04h_basara_lob,,,,basara,!fullmask,!visor,,,,,,
mp_eyewear_04h_chen,eyewear,11,10,0,,mp_eyewear_04h_chen_lob,,,,chen,!fullmask,!visor,,,,,,
mp_eyewear_04h_clark,eyewear,11,10,0,,mp_eyewear_04h_clark_lob,,,,clark,!fullmask,!visor,,,,,,
mp_eyewear_04h_cormack,eyewear,11,10,0,,mp_eyewear_04h_cormack_lob,,,,cormack,!fullmask,!visor,,,,,,
mp_eyewear_04h_coyle,eyewear,11,10,0,,mp_eyewear_04h_coyle_lob,,,,coyle,!fullmask,!visor,,,,,,
mp_eyewear_04h_davis,eyewear,11,10,0,,mp_eyewear_04h_davis_lob,,,,davis,!fullmask,!visor,,,,,,
mp_eyewear_04h_gideon,eyewear,11,10,0,,mp_eyewear_04h_gideon_lob,,,,gideon,!fullmask,!visor,,,,,,
mp_eyewear_04h_gots,eyewear,11,10,0,,mp_eyewear_04h_gots_lob,,,,illana,!fullmask,!visor,,,,,,
mp_eyewear_04h_hanks,eyewear,11,10,0,,mp_eyewear_04h_hanks_lob,,,,hanks,!fullmask,!visor,,,,,,
mp_eyewear_04h_kang,eyewear,11,10,0,,mp_eyewear_04h_kang_lob,,,,kang,!fullmask,!visor,,,,,,
mp_eyewear_04h_kva,eyewear,11,10,0,,mp_eyewear_04h_kva_lob,,,,kva_head,!fullmask,!visor,,,,,,
mp_eyewear_04h_lee,eyewear,11,10,0,,mp_eyewear_04h_lee_lob,,,,lee,!fullmask,!visor,,,,,,
mp_eyewear_04h_martin,eyewear,11,10,0,,mp_eyewear_04h_martin_lob,,,,martin,!fullmask,!visor,,,,,,
mp_eyewear_04h_pas,eyewear,11,10,0,,mp_eyewear_04h_pas_lob,,,,pas,!fullmask,!visor,,,,,,
mp_eyewear_04h_waters,eyewear,11,10,0,,mp_eyewear_04h_waters_lob,,,,waters,!fullmask,!visor,,,,,,
mp_eyewear_04h_young,eyewear,11,10,0,,mp_eyewear_04h_young_lob,,,,young,!fullmask,!visor,,,,,,
mp_eyewear_01j_cormack,eyewear,12,11,0,none,mp_eyewear_01j_cormack_lob,,,,cormack,!fullmask,!visor,,,,,,
mp_eyewear_01j_barton,eyewear,12,11,0,,mp_eyewear_01j_barton_lob,,,,barton,!fullmask,!visor,,,,,,
mp_eyewear_01j_basara,eyewear,12,11,0,,mp_eyewear_01j_basara_lob,,,,basara,!fullmask,!visor,,,,,,
mp_eyewear_01j_chen,eyewear,12,11,0,,mp_eyewear_01j_chen_lob,,,,chen,!fullmask,!visor,,,,,,
mp_eyewear_01j_clark,eyewear,12,11,0,,mp_eyewear_01j_clark_lob,,,,clark,!fullmask,!visor,,,,,,
mp_eyewear_01j_coyle,eyewear,12,11,0,,mp_eyewear_01j_coyle_lob,,,,coyle,!fullmask,!visor,,,,,,
mp_eyewear_01j_davis,eyewear,12,11,0,,mp_eyewear_01j_davis_lob,,,,davis,!fullmask,!visor,,,,,,
mp_eyewear_01j_gideon,eyewear,12,11,0,,mp_eyewear_01j_gideon_lob,,,,gideon,!fullmask,!visor,,,,,,
mp_eyewear_01j_gots,eyewear,12,11,0,,,,,,illana,!fullmask,!visor,,,,,,
mp_eyewear_01j_hanks,eyewear,12,11,0,,mp_eyewear_01j_hanks_lob,,,,hanks,!fullmask,!visor,,,,,,
mp_eyewear_01j_kang,eyewear,12,11,0,,mp_eyewear_01j_kang_lob,,,,kang,!fullmask,!visor,,,,,,
mp_eyewear_01j_kva,eyewear,12,11,0,,mp_eyewear_01j_kva_lob,,,,kva_head,!fullmask,!visor,,,,,,
mp_eyewear_01j_lee,eyewear,12,11,0,,mp_eyewear_01j_lee_lob,,,,lee,!fullmask,!visor,,,,,,
mp_eyewear_01j_martin,eyewear,12,11,0,,mp_eyewear_01j_martin_lob,,,,martin,!fullmask,!visor,,,,,,
mp_eyewear_01j_pas,eyewear,12,11,0,,mp_eyewear_01j_pas_lob,,,,pas,!fullmask,!visor,,,,,,
mp_eyewear_01j_waters,eyewear,12,11,0,,mp_eyewear_01j_waters_lob,,,,waters,!fullmask,!visor,,,,,,
mp_eyewear_01j_young,eyewear,12,11,0,,mp_eyewear_01j_young_lob,,,,young,!fullmask,!visor,,,,,,
mp_eyewear_04apo_barton,eyewear,13,12,0,,mp_eyewear_04apo_barton_lob,,,,barton,!fullmask,!visor,,,,,,
mp_eyewear_04apo_basara,eyewear,13,12,0,,mp_eyewear_04apo_basara_lob,,,,basara,!fullmask,!visor,,,,,,
mp_eyewear_04apo_chen,eyewear,13,12,0,,mp_eyewear_04apo_chen_lob,,,,chen,!fullmask,!visor,,,,,,
mp_eyewear_04apo_clark,eyewear,13,12,0,,mp_eyewear_04apo_clark_lob,,,,clark,!fullmask,!visor,,,,,,
mp_eyewear_04apo_cormack,eyewear,13,12,0,,mp_eyewear_04apo_cormack_lob,,,,cormack,!fullmask,!visor,,,,,,
mp_eyewear_04apo_coyle,eyewear,13,12,0,,mp_eyewear_04apo_coyle_lob,,,,coyle,!fullmask,!visor,,,,,,
mp_eyewear_04apo_davis,eyewear,13,12,0,,mp_eyewear_04apo_davis_lob,,,,davis,!fullmask,!visor,,,,,,
mp_eyewear_04apo_gideon,eyewear,13,12,0,,mp_eyewear_04apo_gideon_lob,,,,gideon,!fullmask,!visor,,,,,,
mp_eyewear_04apo_gots,eyewear,13,12,0,,mp_eyewear_04apo_gots_lob,,,,illana,!fullmask,!visor,,,,,,
mp_eyewear_04apo_hanks,eyewear,13,12,0,,mp_eyewear_04apo_hanks_lob,,,,hanks,!fullmask,!visor,,,,,,
mp_eyewear_04apo_kang,eyewear,13,12,0,,mp_eyewear_04apo_kang_lob,,,,kang,!fullmask,!visor,,,,,,
mp_eyewear_04apo_kva,eyewear,13,12,0,,mp_eyewear_04apo_kva_lob,,,,kva_head,!fullmask,!visor,,,,,,
mp_eyewear_04apo_lee,eyewear,13,12,0,,mp_eyewear_04apo_lee_lob,,,,lee,!fullmask,!visor,,,,,,
mp_eyewear_04apo_martin,eyewear,13,12,0,,mp_eyewear_04apo_martin_lob,,,,martin,!fullmask,!visor,,,,,,
mp_eyewear_04apo_pas,eyewear,13,12,0,,mp_eyewear_04apo_pas_lob,,,,pas,!fullmask,!visor,,,,,,
mp_eyewear_04apo_waters,eyewear,13,12,0,,mp_eyewear_04apo_waters_lob,,,,waters,!fullmask,!visor,,,,,,
mp_eyewear_04apo_young,eyewear,13,12,0,,mp_eyewear_04apo_young_lob,,,,young,!fullmask,!visor,,,,,,
mp_headgear_01a_cormack,hat,2,1,0,none,mp_headgear_01a_cormack_lob,,m/mtl_mp_headgear_01a,,cormack,,,,,,,,
mp_headgear_01a_barton,hat,2,1,0,,mp_headgear_01a_barton_lob,,m/mtl_mp_headgear_01a,,barton,,,,,,,,
mp_headgear_01a_basara,hat,2,1,0,,mp_headgear_01a_basara_lob,,m/mtl_mp_headgear_01a,,basara,,,,,,,,
mp_headgear_01a_chen,hat,2,1,0,,mp_headgear_01a_chen_lob,,m/mtl_mp_headgear_01a,,chen,,,,,,,,
mp_headgear_01a_clark,hat,2,1,0,,mp_headgear_01a_clark_lob,,m/mtl_mp_headgear_01a,,clark,,,,,,,,
mp_headgear_01a_coyle,hat,2,1,0,,mp_headgear_01a_coyle_lob,,m/mtl_mp_headgear_01a,,coyle,,,,,,,,
mp_headgear_01a_davis,hat,2,1,0,,mp_headgear_01a_davis_lob,,m/mtl_mp_headgear_01a,,davis,,,,,,,,
mp_headgear_01a_gideon,hat,2,1,0,,mp_headgear_01a_gideon_lob,,m/mtl_mp_headgear_01a,,gideon,,,,,,,,
mp_headgear_01a_gots,hat,2,1,0,,mp_headgear_01a_gots_lob,,m/mtl_mp_headgear_01a,,illana,,,,,,,,
mp_headgear_01a_hanks,hat,2,1,0,,mp_headgear_01a_hanks_lob,,m/mtl_mp_headgear_01a,,hanks,,,,,,,,
mp_headgear_01a_kang,hat,2,1,0,,mp_headgear_01a_kang_lob,,m/mtl_mp_headgear_01a,,kang,,,,,,,,
mp_headgear_01a_kva,hat,2,1,0,,mp_headgear_01a_kva_lob,,m/mtl_mp_headgear_01a,,kva_head,,,,,,,,
mp_headgear_01a_lee,hat,2,1,0,,mp_headgear_01a_lee_lob,,m/mtl_mp_headgear_01a,,lee,,,,,,,,
mp_headgear_01a_martin,hat,2,1,0,,mp_headgear_01a_martin_lob,,m/mtl_mp_headgear_01a,,martin,,,,,,,,
mp_headgear_01a_pas,hat,2,1,0,,mp_headgear_01a_pas_lob,,m/mtl_mp_headgear_01a,,pas,,,,,,,,
mp_headgear_01a_waters,hat,2,1,0,,mp_headgear_01a_waters_lob,,m/mtl_mp_headgear_01a,,waters,,,,,,,,
mp_headgear_01a_young,hat,2,1,0,,mp_headgear_01a_young_lob,,m/mtl_mp_headgear_01a,,young,,,,,,,,
mp_headgear_04a,hat,3,2,0,,mp_headgear_04a_lob,,m/mtl_mp_headgear_04a_mask,,!female,,,,,,,,
mp_headgear_f_04a,hat,3,2,0,,mp_headgear_f_04a_lob,,m/mtl_mp_headgear_04a_mask,,female,,,,,,,,
mp_headgear_07a_barton,hat,4,3,0,,mp_headgear_07a_barton_lob,,m/mtl_mp_headgear_07a,,barton,,,,,,,,
mp_headgear_07a_basara,hat,4,3,0,,mp_headgear_07a_basara_lob,,m/mtl_mp_headgear_07a,,basara,,,,,,,,
mp_headgear_07a_chen,hat,4,3,0,,mp_headgear_07a_chen_lob,,m/mtl_mp_headgear_07a,,chen,,,,,,,,
mp_headgear_07a_clark,hat,4,3,0,,mp_headgear_07a_clark_lob,,m/mtl_mp_headgear_07a,,clark,,,,,,,,
mp_headgear_07a_cormack,hat,4,3,0,,mp_headgear_07a_cormack_lob,,m/mtl_mp_headgear_07a,,cormack,,,,,,,,
mp_headgear_07a_coyle,hat,4,3,0,,mp_headgear_07a_coyle_lob,,m/mtl_mp_headgear_07a,,coyle,,,,,,,,
mp_headgear_07a_davis,hat,4,3,0,,mp_headgear_07a_davis_lob,,m/mtl_mp_headgear_07a,,davis,,,,,,,,
mp_headgear_07a_gideon,hat,4,3,0,,mp_headgear_07a_gideon_lob,,m/mtl_mp_headgear_07a,,gideon,,,,,,,,
mp_headgear_07a_gots,hat,4,3,0,,mp_headgear_07a_gots_lob,,m/mtl_mp_headgear_07a,,illana,,,,,,,,
mp_headgear_07a_hanks,hat,4,3,0,,mp_headgear_07a_hanks_lob,,m/mtl_mp_headgear_07a,,hanks,,,,,,,,
mp_headgear_07a_kang,hat,4,3,0,,mp_headgear_07a_kang_lob,,m/mtl_mp_headgear_07a,,kang,,,,,,,,
mp_headgear_07a_kva,hat,4,3,0,,mp_headgear_07a_kva_lob,,m/mtl_mp_headgear_07a,,kva_head,,,,,,,,
mp_headgear_07a_lee,hat,4,3,0,,mp_headgear_07a_lee_lob,,m/mtl_mp_headgear_07a,,lee,,,,,,,,
mp_headgear_07a_martin,hat,4,3,0,,mp_headgear_07a_martin_lob,,m/mtl_mp_headgear_07a,,martin,,,,,,,,
mp_headgear_07a_pas,hat,4,3,0,,mp_headgear_07a_pas_lob,,m/mtl_mp_headgear_07a,,pas,,,,,,,,
mp_headgear_07a_waters,hat,4,3,0,,mp_headgear_07a_waters_lob,,m/mtl_mp_headgear_07a,,waters,,,,,,,,
mp_headgear_07a_young,hat,4,3,0,,mp_headgear_07a_young_lob,,m/mtl_mp_headgear_07a,,young,,,,,,,,
mp_headgear_05a,hat,5,4,0,,mp_headgear_05a_lob,,m/mtl_mp_headgear_05a,,!female,,,,,,,,
mp_headgear_f_05a,hat,5,4,0,,mp_headgear_f_05a_lob,,m/mtl_mp_headgear_05a,,female,,,,,,,,
mp_headgear_11a_barton,hat,6,5,0,,mp_headgear_11a_barton_lob,,m/mtl_mp_headgear_11a,,barton,,,,,,,,
mp_headgear_11a_basara,hat,6,5,0,,mp_headgear_11a_basara_lob,,m/mtl_mp_headgear_11a,,basara,,,,,,,,
mp_headgear_11a_chen,hat,6,5,0,,mp_headgear_11a_chen_lob,,m/mtl_mp_headgear_11a,,chen,,,,,,,,
mp_headgear_11a_clark,hat,6,5,0,,mp_headgear_11a_clark_lob,,mc/mtl_mp_headgear_11a,,clark,,,,,,,,
mp_headgear_11a_cormack,hat,6,5,0,,mp_headgear_11a_cormack_lob,,mc/mtl_mp_headgear_11a,,cormack,,,,,,,,
mp_headgear_11a_coyle,hat,6,5,0,,mp_headgear_11a_coyle_lob,,m/mtl_mp_headgear_11a,,coyle,,,,,,,,
mp_headgear_11a_davis,hat,6,5,0,,mp_headgear_11a_davis_lob,,m/mtl_mp_headgear_11a,,davis,,,,,,,,
mp_headgear_11a_gideon,hat,6,5,0,,mp_headgear_11a_gideon_lob,,mc/mtl_mp_headgear_11a,,gideon,,,,,,,,
mp_headgear_11a_gots,hat,6,5,0,,mp_headgear_11a_gots_lob,,m/mtl_mp_headgear_11a,,illana,,,,,,,,
mp_headgear_11a_hanks,hat,6,5,0,,mp_headgear_11a_hanks_lob,,m/mtl_mp_headgear_11a,,hanks,,,,,,,,
mp_headgear_11a_kang,hat,6,5,0,,mp_headgear_11a_kang_lob,,m/mtl_mp_headgear_11a,,kang,,,,,,,,
mp_headgear_11a_kva,hat,6,5,0,,mp_headgear_11a_kva_lob,,m/mtl_mp_headgear_11a,,kva_head,,,,,,,,
mp_headgear_11a_lee,hat,6,5,0,,mp_headgear_11a_lee_lob,,m/mtl_mp_headgear_11a,,lee,,,,,,,,
mp_headgear_11a_martin,hat,6,5,0,,mp_headgear_11a_martin_lob,,m/mtl_mp_headgear_11a,,martin,,,,,,,,
mp_headgear_11a_pas,hat,6,5,0,,mp_headgear_11a_pas_lob,,m/mtl_mp_headgear_11a,,pas,,,,,,,,
mp_headgear_11a_waters,hat,6,5,0,,mp_headgear_11a_waters_lob,,m/mtl_mp_headgear_11a,,waters,,,,,,,,
mp_headgear_11a_young,hat,6,5,0,,mp_headgear_11a_young_lob,,m/mtl_mp_headgear_11a,,young,,,,,,,,
mp_headgear_14a_barton,hat,7,6,0,,mp_headgear_14a_barton_lob,,m/mtl_mp_headgear_14a,,barton,,,,,,,,
mp_headgear_14a_basara,hat,7,6,0,,mp_headgear_14a_basara_lob,,m/mtl_mp_headgear_14a,,basara,,,,,,,,
mp_headgear_14a_chen,hat,7,6,0,,mp_headgear_14a_chen_lob,,m/mtl_mp_headgear_14a,,chen,,,,,,,,
mp_headgear_14a_clark,hat,7,6,0,,mp_headgear_14a_clark_lob,,m/mtl_mp_headgear_14a,,clark,,,,,,,,
mp_headgear_14a_cormack,hat,7,6,0,,mp_headgear_14a_cormack_lob,,m/mtl_mp_headgear_14a,,cormack,,,,,,,,
mp_headgear_14a_coyle,hat,7,6,0,,mp_headgear_14a_coyle_lob,,m/mtl_mp_headgear_14a,,coyle,,,,,,,,
mp_headgear_14a_davis,hat,7,6,0,,mp_headgear_14a_davis_lob,,m/mtl_mp_headgear_14a,,davis,,,,,,,,
mp_headgear_14a_gideon,hat,7,6,0,,mp_headgear_14a_gideon_lob,,m/mtl_mp_headgear_14a,,gideon,,,,,,,,
mp_headgear_14a_gots,hat,7,6,0,,mp_headgear_14a_gots_lob,,m/mtl_mp_headgear_14a,,illana,,,,,,,,
mp_headgear_14a_hanks,hat,7,6,0,,mp_headgear_14a_hanks_lob,,m/mtl_mp_headgear_14a,,hanks,,,,,,,,
mp_headgear_14a_kang,hat,7,6,0,,mp_headgear_14a_kang_lob,,m/mtl_mp_headgear_14a,,kang,,,,,,,,
mp_headgear_14a_kva,hat,7,6,0,,mp_headgear_14a_kva_lob,,m/mtl_mp_headgear_14a,,kva_head,,,,,,,,
mp_headgear_14a_lee,hat,7,6,0,,mp_headgear_14a_lee_lob,,m/mtl_mp_headgear_14a,,lee,,,,,,,,
mp_headgear_14a_martin,hat,7,6,0,,mp_headgear_14a_martin_lob,,m/mtl_mp_headgear_14a,,martin,,,,,,,,
mp_headgear_14a_pas,hat,7,6,0,,mp_headgear_14a_pas_lob,,m/mtl_mp_headgear_14a,,pas,,,,,,,,
mp_headgear_14a_waters,hat,7,6,0,,mp_headgear_14a_waters_lob,,m/mtl_mp_headgear_14a,,waters,,,,,,,,
mp_headgear_14a_young,hat,7,6,0,,mp_headgear_14a_young_lob,,m/mtl_mp_headgear_14a,,young,,,,,,,,
mp_headgear_10a,hat,8,7,0,,mp_headgear_10a_lob,,m/mtl_mp_headgear_10a,,!female,,,,,,,,
mp_headgear_f_10a,hat,8,7,0,,mp_headgear_f_10a_lob,,m/mtl_mp_headgear_10a,,female,,,,,,,,
mp_headgear_20j_barton,hat,9,8,0,,mp_headgear_20j_barton_lob,,,,barton,,,,,,,,
mp_headgear_20j_basara,hat,9,8,0,,mp_headgear_20j_basara_lob,,,,basara,,,,,,,,
mp_headgear_20j_chen,hat,9,8,0,,mp_headgear_20j_chen_lob,,,,chen,,,,,,,,
mp_headgear_20j_clark,hat,9,8,0,,mp_headgear_20j_clark_lob,,,,clark,,,,,,,,
mp_headgear_20j_cormack,hat,9,8,0,,mp_headgear_20j_cormack_lob,,,,cormack,,,,,,,,
mp_headgear_20j_coyle,hat,9,8,0,,mp_headgear_20j_coyle_lob,,,,coyle,,,,,,,,
mp_headgear_20j_davis,hat,9,8,0,,mp_headgear_20j_davis_lob,,,,davis,,,,,,,,
mp_headgear_20j_gideon,hat,9,8,0,,mp_headgear_20j_gideon_lob,,,,gideon,,,,,,,,
mp_headgear_20j_gots,hat,9,8,0,,mp_headgear_20j_gots_lob,,,,illana,,,,,,,,
mp_headgear_20j_hanks,hat,9,8,0,,mp_headgear_20j_hanks_lob,,,,hanks,,,,,,,,
mp_headgear_20j_kang,hat,9,8,0,,mp_headgear_20j_kang_lob,,,,kang,,,,,,,,
mp_headgear_20j_kva,hat,9,8,0,,mp_headgear_20j_kva_lob,,,,kva_head,,,,,,,,
mp_headgear_20j_lee,hat,9,8,0,,mp_headgear_20j_lee_lob,,,,lee,,,,,,,,
mp_headgear_20j_martin,hat,9,8,0,,mp_headgear_20j_martin_lob,,,,martin,,,,,,,,
mp_headgear_20j_pas,hat,9,8,0,,mp_headgear_20j_pas_lob,,,,pas,,,,,,,,
mp_headgear_20j_waters,hat,9,8,0,,mp_headgear_20j_waters_lob,,,,waters,,,,,,,,
mp_headgear_20j_young,hat,9,8,0,,mp_headgear_20j_young_lob,,,,young,,,,,,,,
mp_headgear_21a_barton,hat,10,9,0,,mp_headgear_21a_barton_lob,,m/mtl_mp_headgear_21a,,barton,,,,,,,,
mp_headgear_21a_basara,hat,10,9,0,,mp_headgear_21a_basara_lob,,m/mtl_mp_headgear_21a,,basara,,,,,,,,
mp_headgear_21a_chen,hat,10,9,0,,mp_headgear_21a_chen_lob,,m/mtl_mp_headgear_21a,,chen,,,,,,,,
mp_headgear_21a_clark,hat,10,9,0,,mp_headgear_21a_clark_lob,,m/mtl_mp_headgear_21a,,clark,,,,,,,,
mp_headgear_21a_cormack,hat,10,9,0,,mp_headgear_21a_cormack_lob,,m/mtl_mp_headgear_21a,,cormack,,,,,,,,
mp_headgear_21a_coyle,hat,10,9,0,,mp_headgear_21a_coyle_lob,,m/mtl_mp_headgear_21a,,coyle,,,,,,,,
mp_headgear_21a_davis,hat,10,9,0,,mp_headgear_21a_davis_lob,,m/mtl_mp_headgear_21a,,davis,,,,,,,,
mp_headgear_21a_gideon,hat,10,9,0,,mp_headgear_21a_gideon_lob,,m/mtl_mp_headgear_21a,,gideon,,,,,,,,
mp_headgear_21a_gots,hat,10,9,0,,mp_headgear_21a_gots_lob,,m/mtl_mp_headgear_21a,,illana,,,,,,,,
mp_headgear_21a_hanks,hat,10,9,0,,mp_headgear_21a_hanks_lob,,m/mtl_mp_headgear_21a,,hanks,,,,,,,,
mp_headgear_21a_kang,hat,10,9,0,,mp_headgear_21a_kang_lob,,m/mtl_mp_headgear_21a,,kang,,,,,,,,
mp_headgear_21a_kva,hat,10,9,0,,mp_headgear_21a_kva_lob,,m/mtl_mp_headgear_21a,,kva_head,,,,,,,,
mp_headgear_21a_lee,hat,10,9,0,,mp_headgear_21a_lee_lob,,m/mtl_mp_headgear_21a,,lee,,,,,,,,
mp_headgear_21a_martin,hat,10,9,0,,mp_headgear_21a_martin_lob,,m/mtl_mp_headgear_21a,,martin,,,,,,,,
mp_headgear_21a_pas,hat,10,9,0,,mp_headgear_21a_pas_lob,,m/mtl_mp_headgear_21a,,pas,,,,,,,,
mp_headgear_21a_waters,hat,10,9,0,,mp_headgear_21a_waters_lob,,m/mtl_mp_headgear_21a,,waters,,,,,,,,
mp_headgear_21a_young,hat,10,9,0,,mp_headgear_21a_young_lob,,m/mtl_mp_headgear_21a,,young,,,,,,,,
mp_headgear_19a_cormack,hat,11,10,0,,mp_headgear_19a_cormack_lob,,m/mtl_mp_headgear_19a,,,,,,,,,,
mp_headgear_22a_basara,hat,12,11,0,,mp_headgear_22a_basara_lob,,m/mtl_mp_headgear_22a,,female,,,,,,,,
mp_headgear_22a_cormack,hat,12,11,0,,mp_headgear_22a_cormack_lob,,m/mtl_mp_headgear_22a,,!female,,,,,,,,
