col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43
ch_headshot_iw5_gm6,CHALLENGE_BRAIN_SURGEON,CHALLENGE_BRAIN_SURGEON_DESC,,1,challenge_iw5_gm6,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,211,,,,,,,,,,,,,,,ch_mastery_iw5_gm6,
ch_blood_iw5_gm6,CHALLENGE_NOSFERATU,CHALLENGE_NOSFERATU_DESC,,1,challenge_iw5_gm6,0,,,5,1500,15,3000,,,,,,,,,,,,,,,213,,,,,,,,,,,,,,,ch_mastery_iw5_gm6,
ch_double_iw5_gm6,CHALLENGE_CAMO_DOUBLEPLAY,CHALLENGE_CAMO_DOUBLEPLAY_DESC,,1,challenge_iw5_gm6,0,,,5,3000,,,,,,,,,,,,,,,,,215,,,,,,,,,,,,,,,ch_mastery_iw5_gm6,
ch_barebone_iw5_gm6,CHALLENGE_BAREBONES,CHALLENGE_BAREBONES_DESC,,1,challenge_iw5_gm6,0,,,125,3000,,,,,,,,,,,,,,,,,216,,,,,,,,,,,,,,,ch_mastery_iw5_gm6,
ch_noperk_iw5_gm6,CHALLENGE_UNSPECIAL_FORCES,CHALLENGE_UNSPECIAL_FORCES_DESC,,1,challenge_iw5_gm6,0,,,100,3000,,,,,,,,,,,,,,,,,217,,,,,,,,,,,,,,,ch_mastery_iw5_gm6,
ch_mastery_iw5_gm6,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_gm6,0,,,6,5000,,,,,,,,,,,,,,,,,218,,,,,,,,,,,,,,,ch_camo_mastery_sniper,
ch_longshot_iw5_thor,CHALLENGE_EAGLE_EYE,CHALLENGE_EAGLE_EYE_DESC,,1,challenge_iw5_thor,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,219,,,,,,,,,,,,,,,ch_mastery_iw5_thor,
ch_headshot_iw5_thor,CHALLENGE_BRAIN_SURGEON,CHALLENGE_BRAIN_SURGEON_DESC,,1,challenge_iw5_thor,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,220,,,,,,,,,,,,,,,ch_mastery_iw5_thor,
ch_blood_iw5_thor,CHALLENGE_NOSFERATU,CHALLENGE_NOSFERATU_DESC,,1,challenge_iw5_thor,0,,,5,1500,15,3000,,,,,,,,,,,,,,,222,,,,,,,,,,,,,,,ch_mastery_iw5_thor,
ch_double_iw5_thor,CHALLENGE_CAMO_DOUBLEPLAY,CHALLENGE_CAMO_DOUBLEPLAY_DESC,,1,challenge_iw5_thor,0,,,5,3000,,,,,,,,,,,,,,,,,224,,,,,,,,,,,,,,,ch_mastery_iw5_thor,
ch_barebone_iw5_thor,CHALLENGE_BAREBONES,CHALLENGE_BAREBONES_DESC,,1,challenge_iw5_thor,0,,,125,3000,,,,,,,,,,,,,,,,,225,,,,,,,,,,,,,,,ch_mastery_iw5_thor,
ch_noperk_iw5_thor,CHALLENGE_UNSPECIAL_FORCES,CHALLENGE_UNSPECIAL_FORCES_DESC,,1,challenge_iw5_thor,0,,,100,3000,,,,,,,,,,,,,,,,,226,,,,,,,,,,,,,,,ch_mastery_iw5_thor,
ch_mastery_iw5_thor,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_thor,0,,,6,5000,,,,,,,,,,,,,,,,,227,,,,,,,,,,,,,,,ch_camo_mastery_sniper,
ch_longshot_iw5_m990,CHALLENGE_EAGLE_EYE,CHALLENGE_EAGLE_EYE_DESC,,1,challenge_iw5_m990,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,228,,,,,,,,,,,,,,,ch_mastery_iw5_m990,
ch_headshot_iw5_m990,CHALLENGE_BRAIN_SURGEON,CHALLENGE_BRAIN_SURGEON_DESC,,1,challenge_iw5_m990,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,229,,,,,,,,,,,,,,,ch_mastery_iw5_m990,
ch_blood_iw5_m990,CHALLENGE_NOSFERATU,CHALLENGE_NOSFERATU_DESC,,1,challenge_iw5_m990,0,,,5,1500,15,3000,,,,,,,,,,,,,,,231,,,,,,,,,,,,,,,ch_mastery_iw5_m990,
ch_double_iw5_m990,CHALLENGE_CAMO_DOUBLEPLAY,CHALLENGE_CAMO_DOUBLEPLAY_DESC,,1,challenge_iw5_m990,0,,,5,3000,,,,,,,,,,,,,,,,,233,,,,,,,,,,,,,,,ch_mastery_iw5_m990,
ch_barebone_iw5_m990,CHALLENGE_BAREBONES,CHALLENGE_BAREBONES_DESC,,1,challenge_iw5_m990,0,,,125,3000,,,,,,,,,,,,,,,,,234,,,,,,,,,,,,,,,ch_mastery_iw5_m990,
ch_noperk_iw5_m990,CHALLENGE_UNSPECIAL_FORCES,CHALLENGE_UNSPECIAL_FORCES_DESC,,1,challenge_iw5_m990,0,,,100,3000,,,,,,,,,,,,,,,,,235,,,,,,,,,,,,,,,ch_mastery_iw5_m990,
ch_mastery_iw5_m990,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_m990,0,,,6,5000,,,,,,,,,,,,,,,,,236,,,,,,,,,,,,,,,ch_camo_mastery_sniper,
ch_longshot_iw5_epm3,CHALLENGE_EAGLE_EYE,CHALLENGE_EAGLE_EYE_DESC,,1,challenge_iw5_epm3,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,237,,,,,,,,,,,,,,,ch_mastery_iw5_epm3,
ch_hip_iw5_epm3,CHALLENGE_CAMO_HIPFIRE,CHALLENGE_CAMO_HIPFIRE_DESC,,1,challenge_iw5_epm3,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,238,,,,,,,,,,,,,,,ch_mastery_iw5_epm3,
ch_triple_iw5_epm3,CHALLENGE_NOSFERATU,CHALLENGE_NOSFERATU_DESC,,1,challenge_iw5_epm3,0,,,10,3000,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,,,,ch_mastery_iw5_epm3,
ch_strafe_iw5_epm3,CHALLENGE_DEATHFROMABOVE,CHALLENGE_DEATHFROMABOVE_DESC,,1,challenge_iw5_epm3,0,,,40,3000,,,,,,,,,,,,,,,,,241,,,,,,,,,,,,,,,ch_mastery_iw5_epm3,
ch_skeet_iw5_epm3,CHALLENGE_DAY_AT_RANGE,CHALLENGE_DAY_AT_RANGE_DESC,,1,challenge_iw5_epm3,0,,,40,3000,,,,,,,,,,,,,,,,,242,,,,,,,,,,,,,,,ch_mastery_iw5_epm3,
ch_barebone_iw5_epm3,CHALLENGE_BAREBONES,CHALLENGE_BAREBONES_DESC,,1,challenge_iw5_epm3,0,,,200,3000,,,,,,,,,,,,,,,,,243,,,,,,,,,,,,,,,ch_mastery_iw5_epm3,
ch_noperk_iw5_epm3,CHALLENGE_UNSPECIAL_FORCES,CHALLENGE_UNSPECIAL_FORCES_DESC,,1,challenge_iw5_epm3,0,,,150,3000,,,,,,,,,,,,,,,,,244,,,,,,,,,,,,,,,ch_mastery_iw5_epm3,
ch_mastery_iw5_epm3,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_epm3,0,,,7,5000,,,,,,,,,,,,,,,,,245,,,,,,,,,,,,,,,ch_camo_mastery_heavy,
ch_longshot_iw5_em1,CHALLENGE_EAGLE_EYE,CHALLENGE_EAGLE_EYE_DESC,,1,challenge_iw5_em1,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,246,,,,,,,,,,,,,,,ch_mastery_iw5_em1,
ch_hip_iw5_em1,CHALLENGE_CAMO_HIPFIRE,CHALLENGE_CAMO_HIPFIRE_DESC,,1,challenge_iw5_em1,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,247,,,,,,,,,,,,,,,ch_mastery_iw5_em1,
ch_triple_iw5_em1,CHALLENGE_NOSFERATU,CHALLENGE_NOSFERATU_DESC,,1,challenge_iw5_em1,0,,,10,3000,,,,,,,,,,,,,,,,,249,,,,,,,,,,,,,,,ch_mastery_iw5_em1,
ch_strafe_iw5_em1,CHALLENGE_DEATHFROMABOVE,CHALLENGE_DEATHFROMABOVE_DESC,,1,challenge_iw5_em1,0,,,40,3000,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,ch_mastery_iw5_em1,
ch_skeet_iw5_em1,CHALLENGE_DAY_AT_RANGE,CHALLENGE_DAY_AT_RANGE_DESC,,1,challenge_iw5_em1,0,,,40,3000,,,,,,,,,,,,,,,,,251,,,,,,,,,,,,,,,ch_mastery_iw5_em1,
ch_barebone_iw5_em1,CHALLENGE_BAREBONES,CHALLENGE_BAREBONES_DESC,,1,challenge_iw5_em1,0,,,200,3000,,,,,,,,,,,,,,,,,252,,,,,,,,,,,,,,,ch_mastery_iw5_em1,
ch_noperk_iw5_em1,CHALLENGE_UNSPECIAL_FORCES,CHALLENGE_UNSPECIAL_FORCES_DESC,,1,challenge_iw5_em1,0,,,150,3000,,,,,,,,,,,,,,,,,253,,,,,,,,,,,,,,,ch_mastery_iw5_em1,
ch_mastery_iw5_em1,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_em1,0,,,7,5000,,,,,,,,,,,,,,,,,254,,,,,,,,,,,,,,,ch_camo_mastery_heavy,
ch_longshot_iw5_asaw,CHALLENGE_EAGLE_EYE,CHALLENGE_EAGLE_EYE_DESC,,1,challenge_iw5_asaw,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,255,,,,,,,,,,,,,,,ch_mastery_iw5_asaw,
ch_hip_iw5_asaw,CHALLENGE_CAMO_HIPFIRE,CHALLENGE_CAMO_HIPFIRE_DESC,,1,challenge_iw5_asaw,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,256,,,,,,,,,,,,,,,ch_mastery_iw5_asaw,
ch_triple_iw5_asaw,CHALLENGE_NOSFERATU,CHALLENGE_NOSFERATU_DESC,,1,challenge_iw5_asaw,0,,,10,3000,,,,,,,,,,,,,,,,,258,,,,,,,,,,,,,,,ch_mastery_iw5_asaw,
ch_strafe_iw5_asaw,CHALLENGE_DEATHFROMABOVE,CHALLENGE_DEATHFROMABOVE_DESC,,1,challenge_iw5_asaw,0,,,40,3000,,,,,,,,,,,,,,,,,259,,,,,,,,,,,,,,,ch_mastery_iw5_asaw,
ch_skeet_iw5_asaw,CHALLENGE_DAY_AT_RANGE,CHALLENGE_DAY_AT_RANGE_DESC,,1,challenge_iw5_asaw,0,,,40,3000,,,,,,,,,,,,,,,,,260,,,,,,,,,,,,,,,ch_mastery_iw5_asaw,
ch_barebone_iw5_asaw,CHALLENGE_BAREBONES,CHALLENGE_BAREBONES_DESC,,1,challenge_iw5_asaw,0,,,200,3000,,,,,,,,,,,,,,,,,261,,,,,,,,,,,,,,,ch_mastery_iw5_asaw,
ch_noperk_iw5_asaw,CHALLENGE_UNSPECIAL_FORCES,CHALLENGE_UNSPECIAL_FORCES_DESC,,1,challenge_iw5_asaw,0,,,150,3000,,,,,,,,,,,,,,,,,262,,,,,,,,,,,,,,,ch_mastery_iw5_asaw,
ch_mastery_iw5_asaw,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_asaw,0,,,7,5000,,,,,,,,,,,,,,,,,263,,,,,,,,,,,,,,,ch_camo_mastery_heavy,
ch_longshot_iw5_lsat,CHALLENGE_EAGLE_EYE,CHALLENGE_EAGLE_EYE_DESC,,1,challenge_iw5_lsat,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,264,,,,,,,,,,,,,,,ch_mastery_iw5_lsat,
ch_hip_iw5_lsat,CHALLENGE_CAMO_HIPFIRE,CHALLENGE_CAMO_HIPFIRE_DESC,,1,challenge_iw5_lsat,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,265,,,,,,,,,,,,,,,ch_mastery_iw5_lsat,
ch_triple_iw5_lsat,CHALLENGE_NOSFERATU,CHALLENGE_NOSFERATU_DESC,,1,challenge_iw5_lsat,0,,,10,3000,,,,,,,,,,,,,,,,,267,,,,,,,,,,,,,,,ch_mastery_iw5_lsat,
ch_strafe_iw5_lsat,CHALLENGE_DEATHFROMABOVE,CHALLENGE_DEATHFROMABOVE_DESC,,1,challenge_iw5_lsat,0,,,40,3000,,,,,,,,,,,,,,,,,268,,,,,,,,,,,,,,,ch_mastery_iw5_lsat,
ch_skeet_iw5_lsat,CHALLENGE_DAY_AT_RANGE,CHALLENGE_DAY_AT_RANGE_DESC,,1,challenge_iw5_lsat,0,,,40,3000,,,,,,,,,,,,,,,,,269,,,,,,,,,,,,,,,ch_mastery_iw5_lsat,
ch_barebone_iw5_lsat,CHALLENGE_BAREBONES,CHALLENGE_BAREBONES_DESC,,1,challenge_iw5_lsat,0,,,200,3000,,,,,,,,,,,,,,,,,270,,,,,,,,,,,,,,,ch_mastery_iw5_lsat,
ch_noperk_iw5_lsat,CHALLENGE_UNSPECIAL_FORCES,CHALLENGE_UNSPECIAL_FORCES_DESC,,1,challenge_iw5_lsat,0,,,150,3000,,,,,,,,,,,,,,,,,271,,,,,,,,,,,,,,,ch_mastery_iw5_lsat,
ch_mastery_iw5_lsat,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_lsat,0,,,7,5000,,,,,,,,,,,,,,,,,272,,,,,,,,,,,,,,,ch_camo_mastery_heavy,
ch_longshot_iw5_exoxmg,CHALLENGE_EAGLE_EYE,CHALLENGE_EAGLE_EYE_DESC,,1,challenge_iw5_exoxmg,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,273,,,,,,,,,,,,,,,ch_mastery_iw5_exoxmg,
ch_hip_iw5_exoxmg,CHALLENGE_CAMO_HIPFIRE,CHALLENGE_CAMO_HIPFIRE_DESC,,1,challenge_iw5_exoxmg,0,,,10,500,20,1000,40,1500,60,2500,80,5000,,,,,,,,,274,,,,,,,,,,,,,,,ch_mastery_iw5_exoxmg,
ch_triple_iw5_exoxmg,CHALLENGE_NOSFERATU,CHALLENGE_NOSFERATU_DESC,,1,challenge_iw5_exoxmg,0,,,10,3000,,,,,,,,,,,,,,,,,276,,,,,,,,,,,,,,,ch_mastery_iw5_exoxmg,
ch_strafe_iw5_exoxmg,CHALLENGE_DEATHFROMABOVE,CHALLENGE_DEATHFROMABOVE_DESC,,1,challenge_iw5_exoxmg,0,,,40,3000,,,,,,,,,,,,,,,,,277,,,,,,,,,,,,,,,ch_mastery_iw5_exoxmg,
ch_skeet_iw5_exoxmg,CHALLENGE_DAY_AT_RANGE,CHALLENGE_DAY_AT_RANGE_DESC,,1,challenge_iw5_exoxmg,0,,,40,3000,,,,,,,,,,,,,,,,,278,,,,,,,,,,,,,,,ch_mastery_iw5_exoxmg,
ch_barebone_iw5_exoxmg,CHALLENGE_BAREBONES,CHALLENGE_BAREBONES_DESC,,1,challenge_iw5_exoxmg,0,,,200,3000,,,,,,,,,,,,,,,,,279,,,,,,,,,,,,,,,ch_mastery_iw5_exoxmg,
ch_noperk_iw5_exoxmg,CHALLENGE_UNSPECIAL_FORCES,CHALLENGE_UNSPECIAL_FORCES_DESC,,1,challenge_iw5_exoxmg,0,,,150,3000,,,,,,,,,,,,,,,,,280,,,,,,,,,,,,,,,ch_mastery_iw5_exoxmg,
ch_mastery_iw5_exoxmg,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_exoxmg,0,,,7,5000,,,,,,,,,,,,,,,,,281,,,,,,,,,,,,,,,ch_camo_mastery_heavy,
ch_pointblank_iw5_titan45,CHALLENGE_CAMO_POINTBLANK,CHALLENGE_CAMO_POINTBLANK_DESC,,1,challenge_iw5_titan45,0,,,10,500,15,1000,20,1500,25,2500,30,5000,,,,,,,,,282,,,,,,,,,,,,,,,ch_mastery_iw5_titan45,
ch_headshot_iw5_titan45,CHALLENGE_BRAIN_SURGEON,CHALLENGE_BRAIN_SURGEON_DESC,,1,challenge_iw5_titan45,0,,,10,500,15,1000,20,1500,25,2500,30,5000,,,,,,,,,283,,,,,,,,,,,,,,,ch_mastery_iw5_titan45,
ch_slide_iw5_titan45,CHALLENGE_CAMO_WOOWHO,CHALLENGE_CAMO_WOOWHO_DESC,,1,challenge_iw5_titan45,0,,,10,3000,,,,,,,,,,,,,,,,,285,,,,,,,,,,,,,,,ch_mastery_iw5_titan45,
ch_dodge_iw5_titan45,CHALLENGE_MISSEDME,CHALLENGE_MISSEDME_DESC,,1,challenge_iw5_titan45,0,,,10,3000,,,,,,,,,,,,,,,,,287,,,,,,,,,,,,,,,ch_mastery_iw5_titan45,
ch_barebone_iw5_titan45,CHALLENGE_BAREBONES,CHALLENGE_BAREBONES_DESC,,1,challenge_iw5_titan45,0,,,25,3000,50,3000,,,,,,,,,,,,,,,288,,,,,,,,,,,,,,,ch_mastery_iw5_titan45,
ch_noperk_iw5_titan45,CHALLENGE_UNSPECIAL_FORCES,CHALLENGE_UNSPECIAL_FORCES_DESC,,1,challenge_iw5_titan45,0,,,25,3000,,,,,,,,,,,,,,,,,289,,,,,,,,,,,,,,,ch_mastery_iw5_titan45,
ch_mastery_iw5_titan45,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_titan45,0,,,6,5000,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,ch_camo_mastery_pistol,
ch_pointblank_iw5_vbr,CHALLENGE_CAMO_POINTBLANK,CHALLENGE_CAMO_POINTBLANK_DESC,,1,challenge_iw5_vbr,0,,,10,500,15,1000,20,1500,25,2500,30,5000,,,,,,,,,291,,,,,,,,,,,,,,,ch_mastery_iw5_vbr,
ch_headshot_iw5_vbr,CHALLENGE_BRAIN_SURGEON,CHALLENGE_BRAIN_SURGEON_DESC,,1,challenge_iw5_vbr,0,,,10,500,15,1000,20,1500,25,2500,30,5000,,,,,,,,,292,,,,,,,,,,,,,,,ch_mastery_iw5_vbr,
ch_slide_iw5_vbr,CHALLENGE_CAMO_WOOWHO,CHALLENGE_CAMO_WOOWHO_DESC,,1,challenge_iw5_vbr,0,,,10,3000,,,,,,,,,,,,,,,,,294,,,,,,,,,,,,,,,ch_mastery_iw5_vbr,
ch_dodge_iw5_vbr,CHALLENGE_MISSEDME,CHALLENGE_MISSEDME_DESC,,1,challenge_iw5_vbr,0,,,10,3000,,,,,,,,,,,,,,,,,296,,,,,,,,,,,,,,,ch_mastery_iw5_vbr,
ch_barebone_iw5_vbr,CHALLENGE_BAREBONES,CHALLENGE_BAREBONES_DESC,,1,challenge_iw5_vbr,0,,,25,3000,50,3000,,,,,,,,,,,,,,,297,,,,,,,,,,,,,,,ch_mastery_iw5_vbr,
ch_noperk_iw5_vbr,CHALLENGE_UNSPECIAL_FORCES,CHALLENGE_UNSPECIAL_FORCES_DESC,,1,challenge_iw5_vbr,0,,,25,3000,,,,,,,,,,,,,,,,,298,,,,,,,,,,,,,,,ch_mastery_iw5_vbr,
ch_mastery_iw5_vbr,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_vbr,0,,,6,5000,,,,,,,,,,,,,,,,,299,,,,,,,,,,,,,,,ch_camo_mastery_pistol,
ch_pointblank_iw5_pbw,CHALLENGE_CAMO_POINTBLANK,CHALLENGE_CAMO_POINTBLANK_DESC,,1,challenge_iw5_pbw,0,,,10,500,15,1000,20,1500,25,2500,30,5000,,,,,,,,,300,,,,,,,,,,,,,,,ch_mastery_iw5_pbw,
ch_headshot_iw5_pbw,CHALLENGE_BRAIN_SURGEON,CHALLENGE_BRAIN_SURGEON_DESC,,1,challenge_iw5_pbw,0,,,10,500,15,1000,20,1500,25,2500,30,5000,,,,,,,,,301,,,,,,,,,,,,,,,ch_mastery_iw5_pbw,
ch_slide_iw5_pbw,CHALLENGE_CAMO_WOOWHO,CHALLENGE_CAMO_WOOWHO_DESC,,1,challenge_iw5_pbw,0,,,10,3000,,,,,,,,,,,,,,,,,303,,,,,,,,,,,,,,,ch_mastery_iw5_pbw,
ch_dodge_iw5_pbw,CHALLENGE_MISSEDME,CHALLENGE_MISSEDME_DESC,,1,challenge_iw5_pbw,0,,,10,3000,,,,,,,,,,,,,,,,,305,,,,,,,,,,,,,,,ch_mastery_iw5_pbw,
ch_barebone_iw5_pbw,CHALLENGE_BAREBONES,CHALLENGE_BAREBONES_DESC,,1,challenge_iw5_pbw,0,,,25,3000,50,3000,,,,,,,,,,,,,,,306,,,,,,,,,,,,,,,ch_mastery_iw5_pbw,
ch_noperk_iw5_pbw,CHALLENGE_UNSPECIAL_FORCES,CHALLENGE_UNSPECIAL_FORCES_DESC,,1,challenge_iw5_pbw,0,,,25,3000,,,,,,,,,,,,,,,,,307,,,,,,,,,,,,,,,ch_mastery_iw5_pbw,
ch_mastery_iw5_pbw,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_pbw,0,,,6,5000,,,,,,,,,,,,,,,,,308,,,,,,,,,,,,,,,ch_camo_mastery_pistol,
ch_pointblank_iw5_rw1,CHALLENGE_CAMO_POINTBLANK,CHALLENGE_CAMO_POINTBLANK_DESC,,1,challenge_iw5_rw1,0,,,10,500,15,1000,20,1500,25,2500,30,5000,,,,,,,,,309,,,,,,,,,,,,,,,ch_mastery_iw5_rw1,
ch_headshot_iw5_rw1,CHALLENGE_BRAIN_SURGEON,CHALLENGE_BRAIN_SURGEON_DESC,,1,challenge_iw5_rw1,0,,,10,500,15,1000,20,1500,25,2500,30,5000,,,,,,,,,310,,,,,,,,,,,,,,,ch_mastery_iw5_rw1,
ch_slide_iw5_rw1,CHALLENGE_CAMO_WOOWHO,CHALLENGE_CAMO_WOOWHO_DESC,,1,challenge_iw5_rw1,0,,,10,3000,,,,,,,,,,,,,,,,,312,,,,,,,,,,,,,,,ch_mastery_iw5_rw1,
ch_dodge_iw5_rw1,CHALLENGE_MISSEDME,CHALLENGE_MISSEDME_DESC,,1,challenge_iw5_rw1,0,,,10,3000,,,,,,,,,,,,,,,,,314,,,,,,,,,,,,,,,ch_mastery_iw5_rw1,
ch_barebone_iw5_rw1,CHALLENGE_BAREBONES,CHALLENGE_BAREBONES_DESC,,1,challenge_iw5_rw1,0,,,25,3000,50,3000,,,,,,,,,,,,,,,315,,,,,,,,,,,,,,,ch_mastery_iw5_rw1,
ch_noperk_iw5_rw1,CHALLENGE_UNSPECIAL_FORCES,CHALLENGE_UNSPECIAL_FORCES_DESC,,1,challenge_iw5_rw1,0,,,25,3000,,,,,,,,,,,,,,,,,316,,,,,,,,,,,,,,,ch_mastery_iw5_rw1,
ch_mastery_iw5_rw1,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_rw1,0,,,6,5000,,,,,,,,,,,,,,,,,317,,,,,,,,,,,,,,,ch_camo_mastery_pistol,
ch_kills_iw5_stingerm7,CHALLENGE_PLAYER_KILLS,CHALLENGE_PLAYER_KILLS_DESC,,1,challenge_iw5_stingerm7,0,,,10,500,20,1000,30,1500,50,2500,75,5000,,,,,,,,,318,,,,,,,,,,,,,,,ch_mastery_iw5_stingerm7,
ch_vehicle_iw5_stingerm7,CHALLENGE_VEHICLE_KILLS,CHALLENGE_VEHICLE_KILLS_DESC,,1,challenge_iw5_stingerm7,0,,,5,500,10,1000,15,1500,20,2000,25,2500,,,,,,,,,319,,,,,,,,,,,,,,,ch_mastery_iw5_stingerm7,
ch_uav_iw5_stingerm7,CHALLENGE_UAV_KILLS,CHALLENGE_UAV_KILLS_DESC,,1,challenge_iw5_stingerm7,0,,,10,3000,,,,,,,,,,,,,,,,,321,,,,,,,,,,,,,,,ch_mastery_iw5_stingerm7,
ch_warbird_iw5_stingerm7,CHALLENGE_WARBIRD_KILLS,CHALLENGE_WARBIRD_KILLS_DESC,,1,challenge_iw5_stingerm7,0,,,5,3000,,,,,,,,,,,,,,,,,322,,,,,,,,,,,,,,,ch_mastery_iw5_stingerm7,
ch_paladin_iw5_stingerm7,CHALLENGE_PALADIN_KILLS,CHALLENGE_PALADIN_KILLS_DESC,,1,challenge_iw5_stingerm7,0,,,3,3000,,,,,,,,,,,,,,,,,323,,,,,,,,,,,,,,,ch_mastery_iw5_stingerm7,
ch_drone_iw5_stingerm7,CHALLENGE_DRONE_KILLS,CHALLENGE_DRONE_KILLS_DESC,,1,challenge_iw5_stingerm7,0,,,5,3000,,,,,,,,,,,,,,,,,324,,,,,,,,,,,,,,,ch_mastery_iw5_stingerm7,
ch_goliath_iw5_stingerm7,CHALLENGE_GOLIATH_KILLS,CHALLENGE_GOLIATH_KILLS_DESC,,1,challenge_iw5_stingerm7,0,,,5,3000,,,,,,,,,,,,,,,,,325,,,,,,,,,,,,,,,ch_mastery_iw5_stingerm7,
ch_mastery_iw5_stingerm7,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_stingerm7,0,,,7,5000,,,,,,,,,,,,,,,,,326,,,,,,,,,,,,,,,ch_camo_mastery_launcher,
ch_kills_iw5_mahem,CHALLENGE_PLAYER_KILLS,CHALLENGE_PLAYER_KILLS_DESC,,1,challenge_iw5_mahem,0,,,10,500,20,1000,30,1500,50,2500,75,5000,,,,,,,,,327,,,,,,,,,,,,,,,ch_mastery_iw5_mahem,
ch_vehicle_iw5_mahem,CHALLENGE_VEHICLE_KILLS,CHALLENGE_VEHICLE_KILLS_DESC,,1,challenge_iw5_mahem,0,,,5,500,10,1000,15,1500,20,2000,25,2500,,,,,,,,,328,,,,,,,,,,,,,,,ch_mastery_iw5_mahem,
ch_uav_iw5_mahem,CHALLENGE_UAV_KILLS,CHALLENGE_UAV_KILLS_DESC,,1,challenge_iw5_mahem,0,,,5,3000,,,,,,,,,,,,,,,,,330,,,,,,,,,,,,,,,ch_mastery_iw5_mahem,
ch_warbird_iw5_mahem,CHALLENGE_WARBIRD_KILLS,CHALLENGE_WARBIRD_KILLS_DESC,,1,challenge_iw5_mahem,0,,,5,3000,,,,,,,,,,,,,,,,,331,,,,,,,,,,,,,,,ch_mastery_iw5_mahem,
ch_paladin_iw5_mahem,CHALLENGE_PALADIN_KILLS,CHALLENGE_PALADIN_KILLS_DESC,,1,challenge_iw5_mahem,0,,,3,3000,,,,,,,,,,,,,,,,,332,,,,,,,,,,,,,,,ch_mastery_iw5_mahem,
ch_drone_iw5_mahem,CHALLENGE_DRONE_KILLS,CHALLENGE_DRONE_KILLS_DESC,,1,challenge_iw5_mahem,0,,,5,3000,,,,,,,,,,,,,,,,,333,,,,,,,,,,,,,,,ch_mastery_iw5_mahem,
ch_goliath_iw5_mahem,CHALLENGE_GOLIATH_KILLS,CHALLENGE_GOLIATH_KILLS_DESC,,1,challenge_iw5_mahem,0,,,5,3000,,,,,,,,,,,,,,,,,334,,,,,,,,,,,,,,,ch_mastery_iw5_mahem,
ch_mastery_iw5_mahem,CHALLENGE_CAMO_MASTERY,CHALLENGE_CAMO_MASTERY_DESC,,1,challenge_iw5_mahem,0,,,7,5000,,,,,,,,,,,,,,,,,335,,,,,,,,,,,,,,,ch_camo_mastery_launcher,
